date,hour,activity,workout,keywords,time,i0,i1,i2,i3,i4,i5,distance(km),climb(m),intensity,t-intensity,ahr,mhr,controls,spiked,rhr,sleep,weight(kg),injured,sick,restday,shoes,route,description,private note
2013-12-01,15,cycling,,,01:01:32,,,,01:01:32,,,21.022,263.0,3.0,,126,167,,,,,,,,,Lapierre MTB,,"Parin päivän poikamiesaika alkoi heti kestävyysharjoittelulla. Oli karmea keli pyöräillä. Pari astetta plussaa, mutta niin asfaltti- kuin hiekkabaanat välillä peilijäällä. Velipojan kanssa molemmille yksi kaato. Jätettiin homma kesken kun tuli mieleen että käsi paketissa saattaa jäädä työt tekemättä.",
2013-12-06,18,cycling,,,01:00:55,,,,00:30:55,00:30:00,,19.227,207.0,3.49,,150,179,,,,,,,,,Bullitt cargo,,"Meni vähän vk:n puolelle tämä lenkki. Tehtiin unton kans milasta etuvalo, ja kun oli nastat vielä alla, ja koirankusettajat kattomassa juhlia televisiosta, niin pystyttiin vetään aika kovaa. Kunnossa on vielä parantamisen varaa.",
2013-12-08,,Running,,,00:20:00,,,,00:20:00,,,4.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Sain eilen (ke 11.12) kuulla ap-kollegoilta että kirjauksia tulee perin harvoin. Päätin sitten kirjata sunnuntain juoksuharjoituksen joka oli unohtunut. Nyt kirjanpito on ajan tasalla.,
2013-12-28,20,Running,,,00:47:56,,,,00:47:56,,,10.443,38.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Vetelissä kylän ympäri. Oli laina-garmin mukana eikä tiedonsiirto tietenkään toimi. On ollut pientä taukoa harjoittelussa, joka näkyi ainakin heikkiläntien varren talojen asukkaille. Velipoika vetelee parin kympin lenkkejä eikä musta oo mukaan. Ekaa kertaa näin päin.

<b>Data lisätty</b>",
2014-01-01,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,joululoman työputki päättyi ja lentsu alkoi,
2014-01-02,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2014-01-03,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2014-01-04,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,pari päivää vaan nukuttu. tilanne parempi.,
2014-02-28,17,Running,,,00:40:00,,,,00:40:00,,,7.5,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Aloitin treenit. mustikkamaan kierto. Seuraavalle lenkille lataan garminin. heikosti kulki.,
2014-02-28,17,kettlebell,,,00:10:00,,,,00:10:00,,,,,3.0,,,,,,,,,,,,,,"Tai siis leuanvetoja. Ostin lidlistä ovirekin. Ei niissä 5:ssä leuassa ihan 10 minuuttia menyt, mutta niin kauan oli kädet hapoilla",
2014-03-19,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,Latasin lamppua. Akku taitaa olla kaput. Ainakin kuus vuotta pelas. Huomenna museokadulle ostamaan uusi patteri ja illalla kuvataan 4k:na lamppujuoksua.,
2014-03-28,17,cycling,,,00:25:00,,,,00:15:00,00:10:00,,10.3,,3.4,,,,,,,,,,,,Hamlet 44*17,,"Moskovan leiri alkoi ja otin Hamletin mukaan. Jarruttomalla fiksillä ajo ilman kypärää Moskovan liikenteessä kehittää kaikkia suunistuksessa tärkeitä osa-alueita.

Koska Garmin lakkasi toimimasta, reitti kartalla:
https://mapsengine.google.com/map/edit?mid=znZwBvYyFk-Q.kJN79Xb9Pg9s",
2014-03-29,8,cycling,,,00:25:00,,,,00:15:00,00:10:00,,10.3,,3.4,,,,,,,,,,,,Hamlet 44*17,,,
2014-03-29,17,cycling,,,00:25:00,,,,00:15:00,00:10:00,,10.3,,3.4,,,,,,,,,,,,Hamlet 44*17,,,
2014-03-30,9,cycling,,,00:25:00,,,,00:15:00,00:10:00,,10.3,,3.4,,,,,,,,,,,,Hamlet 44*17,,,
2014-03-30,14,cycling,,,00:20:00,,,,00:20:00,,,6.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,"kevyt lounasrullailu Tverskajalla ja punaisella torilla. Bentleyta ja Ferrareita on moninkertainen määrä fikseihin verrattuna.

<iframe src=""http://ubuntuone.com/5erbNBdglK6ZCeJIHIAnfC"" width=""630px"" height=""470px""></iframe>",
2014-03-30,18,cycling,,,00:25:00,,,,00:25:00,,,10.3,,3.0,,,,,,,,,,,,Hamlet 44*17,,,
2014-03-31,9,cycling,,,00:25:00,,,,00:25:00,,,10.3,,3.0,,,,,,,,,,,,Hamlet 44*17,,,
2014-04-01,,Note,,,,,,,,,,,,,,,,,,,,,,,,,,sato 15cm lunta. tuli lepopäivä.,
2014-04-02,9,cycling,,,00:28:00,,,,00:28:00,,,10.3,,3.0,,,,,,,,,,,,Hamlet 44*17,,"Back on track. En nähnyt ketään muuta pyörällä. Tästä voisi kirjoittaa vertailevan artikkelin.

<iframe src=""https://pbs.twimg.com/media/BkMjvi0CYAA_2ph.jpg"" width=""630px"" height=""470ox""></iframe>",
2014-04-02,19,cycling,,,00:48:00,,,,00:48:00,,,19.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,"Heitin pienen ekstralenkin Lushnikin ohitte ja kohti Novgorodia. Iso on kaupunki ja ankea paikka asua. Otin vähän tiukempia ruskoja paluumatkalla Pääskyvuoren (<a href=""http://en.wikipedia.org/wiki/Sparrow_Hills"">Sparrow Hills</a>) kohdilla.",
2014-04-03,9,cycling,,,00:21:00,,,,00:21:00,,,10.3,,3.0,,,,,,,,,,,,Hamlet 44*17,,"Pistelin vähän tiukemmin ja olo perillä oli kuin kämpän viereisellä hyörykoneella. Taaskaan ei ketään muita fillarilla.

<iframe src=""http://ubuntuone.com/2iHLKHvj8HTuS6fx6rHH1V"" width=""620px"" height=""470px""></iframe>",
2014-04-03,20,cycling,,,00:30:00,,,,00:30:00,,,12.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,Kävin Tverskayan nurkilla luennoimassa ja heitin vähän pidemmän lenkin.,
2014-04-04,,cycling,,,00:28:00,,,,00:28:00,,,11.0,,3.0,,,,,,,,,,,,Hamlet 44*17,,Leirin loppu lähestyy. Heitin Gorkin puiston kautta pienen lisälenkin.,
2014-04-21,,cycling,,,01:24:00,,,,01:24:00,,,35.0,,3.0,,,,,,,,,,,,Bullitt cargo,,Käytiin Paloheinässä kattoon iltarasteja ja Haltialassa elukoita. Lampolassa oli pääsiäisen jäljiltä väljää.,
2014-04-22,,Yoga,,,01:20:00,,,,01:20:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,"Miltei puolen vuoden löysäily loppui tähän. Yritin ottaa tosi iisisti, mutta taitaa tulla vuosituhannen lihaskivut. Vaikkei paino ole noussut, niin niska-hartiaseisonnassa huomasin mahan vyöryvän erikoisesti. Soturiasennossa näytin tältä:

<iframe src=""http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2010/5/2/1272829466174/jabba-the-hutt-Star-Wars--004.jpg"" width=""480"" height=""290""></iframe>",
2014-04-30,,Yoga,,,01:15:00,,,,01:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Tpka treeni. Aika kaukana on varpaat,
2014-05-01,,Running,,,00:40:00,,,,00:40:00,,,7.5,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Aloitin juoksuharjoittelun.,
2014-05-04,,Running,,,00:35:00,,,,00:35:00,,,7.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Heti parempaa kulkua. Oisin silti pudonnut apsun letkasta 10milassa.,
2014-05-18,,cycling,,,01:50:00,,,,01:50:00,,,35.0,,3.0,,,,,,,,,,,,Bullitt cargo,,Sunnuntaiajelu poikaporukassa Vuosaaren sataman taakse katsomaan laivoja. Ei ollut yhtään laivaa hakemassa taikka tuomassa. Nähtiin kuolleita kaloja ja se onneksi riitti. Ajeltiin nälkäisinä takaisin ja mustikkamaalle jätskille.,
2014-05-21,21,Running,,,00:40:00,,,,00:40:00,,,7.5,,3.0,,,,,,,,,,,,Mizuno Aero 9,,aloitin taas harjoittelun illan pimetessä.,
2014-05-24,,Running,,,00:00:07,,,,00:00:07,,,1.0,,3.0,,,,,,,,,,,,INOV-8 OROC-280,,Kuvaushommia. Vedin polkujuoksua malliksi kameralle.,
2014-05-25,20,Running,,,00:37:00,,,,00:37:00,,,7.5,,3.0,,,,,,,,,,,,Mizuno Aero 9,,peruslenkki ja päälle meriuintia.,
2014-05-28,6,Running,,,00:35:00,,,,00:35:00,,,7.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Oli pari aamua aikaisella herätyksellä niin kokeilin lähteä töiden sijaan varhain juoksemaan. Kulosaaren sillalla oli hyytävät olosuhteet,
2014-05-31,,Running,,,00:40:00,,,,00:40:00,,,8.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Reippaampi lenkki, jossa yhdistin polkujuoksun kartanlukuun. Jos kartta olisi ollut ko. maastosta, niin kyseessä olisi ollut suunnistusharjoitus. Nyt kuitenkin ns. polkujuoksu suunnistusajatuksella.

Molemmat sujuivat ihan hyvin. Merkittävimmät heikkoudet liikkuvuuspuolella.",
2014-06-04,,Orienteering,,,00:36:00,,,,00:36:00,,,4.6,,3.0,,,,,,,,,,,,INOV-8 OROC-280,,"Mike-viestin aloitusosuus. Aika kylmiltään helteiseen kalliomaastoon. En ole koskaan ollut näin huonossa kunnossa. Viikossa on tapahduttava ihmeitä. Yritän avittaa kevyellä lenkkeilyllä.

http://www.helsinginjyry.fi/vanha/suunnistus/4614m-tulo.html",
2014-06-05,,cycling,,,00:40:00,,,,00:40:00,,,,,3.0,,,,,,,,,,,,Lapierre MTB,,Palauttelua velipojan kanssa. Tiukka työputki päätökseen ja nyt rästihommien kimppuun.,
2014-06-07,9,cycling,,,01:35:00,,,,01:35:00,,,36.0,,3.0,,,,,,,,,,,,Lapierre MTB,,Vantaanjoki - pitkäkoski - Paloheinä - Haaga - Ruoholahti - Baana. Iisiä ajelua ja satunnaista keulimista,
2014-06-07,21,Running,,,00:35:00,,,,00:35:00,,,7.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Kahden lenkin päivä. iltalenkki mahdollisimman kevyesti. silti hapotti joka askeleella. joutunee ottaa aika kevyesti valmistautumisen.,
2014-06-08,7,Yoga,,,00:15:00,,,,00:15:00,,,,,3.0,,,,,,,,,,,,barefoot - avojaloin,,Voimistelin aamulla. Taitaa tulla lepopäivä urheilun osalta,
2014-06-09,18,cycling,,,00:45:00,,,,00:45:00,,,18.0,,3.0,,,,,,,,,,,,Bullitt cargo,,"Yhdistelmäharjoituksen ensimmäinen osa. Ajettiin mm. herttoniemen urheilupuiston jyrkkiä nousuja, käytiin hyppyrimäen tornissa ja seurattiin traktorin heinäntekoa.",
2014-06-09,19,Running,,,00:47:00,,,,00:47:00,,,10.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,"Yhdistelmäharjoituksen toinen osuus oli kestävyysjuoksua Mustikkamaalla. Yritin juosta hiljaa ja tuntui erityisen kevyeltä. Karttaharjoituksia samalla.

Huomenna Serenaan iltarasteille, kasi täysillä ja se on siinä.",
2014-06-10,18,Orienteering,,,01:34:56,,,,,01:34:56,,9.1,,4.0,,,,,,,,,,,,INOV-8 OROC-280,,"Korpilammella Espoo-rastit, otin pisimmän radan ja tulin läpi. Alku melko offensiivistä, sitten kahden megapummin ~10 min, jälkeen vaihdoin defensiiviseen ja viimeinen puoli tuntia submissiivista (alistuvaa). Vettä satoi, kaatuneita puita joka paikassa ja pusikot rehevimmillään. Erinomainen valmistava harjoitus jukolaan. KEstävyys on treenattu, enää tarvitaan terävyys ja vauhti. Se tulee levolla kuin itsestään. Mallisuunnistus kisapaikalla täytynee tehdä jos suinkin ehtii.",
2014-06-10,18,cycling,,,00:35:00,,,,00:35:00,,,15.0,,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,Verryttelyt Haagaan ja takas. Paluumatka erityisen rauhallisesti.,
2014-06-13,,Running,,,00:15:00,,,,00:15:00,,,2.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Iltaverryttely Hanasaaren voimalaitoksen takana. Sataman telttaleirissä poliisi piti järjestystä. jukola-projekti voisi olla hyvä keino voimauttaa sataman kuljeskelijoita.,
2014-06-15,3,Orienteering,race,,00:58:50,,,,,,00:58:50,7.5,,5.0,,,,,,,,,,,,INOV-8 OROC-280,,"Jukola Kuopiossa, 4. osuus. Oli hyvä veto sekä lähtökohtiin että aikaisempiin jukola-suorituksiin nähden. 

Olo ennen starttia oli hajamielinen, koska uni ei ollut tullut kunnolla pe-la saati kisayönä. Retkikeittimellä kuppi kahvia teltassa ja striimin seurausta läppäriltä ja hiljalleen alkoi lämmetä. Lähtöpaikalle juostessa erittäin heikko askel, ja arvelutti pitäisikö olla lamppu. Marko tuli portilla vastaan ja otin lampun, karsinassa muilla huipuilla ei ollut lamppuja, joten jätin oman pois. Maha oli sekaisin.

Pääsin Ari-Pekan huippujoukkueen kanssa samaan aikaan mettään. Huippu säntäsi viitoituksella horisonttiin ja totesin ettei tänään hyökätä. Ykkösellä leimasin kuitenkin ennen ja ajattelin että ehkä sittenkin vähän. Pari rastia hallitsin ja sitten taas Koovee hyökkäsi ja otin peesin. Pellon jälkeen Koovee sai tarpeeksi ja pysähtyi (väli 4. - 5., niillä oli kai hylsy). En ollut aivan hapoilla ja pystyin jatkamaan omaa tekemistä 5.-6.-7.-8. aina ysille, jossa kai kävelin tv-kuvissa  (ko. välillä 403m jäin 35s kärjestä ollen 35., en siis kävellyt koko väliä. ja kävelin koska otin chia-geelit ennen kuvia.).

Sitten omaa tekemistä ja lyhyelle putkipätkällä hissuttelin porukassa parin nuoren kaverin kanssa (maha kaasusta turvoksissa) 9. - 13.. Ekan mäen jälkeen (14. - 15.) oli pakko vetäytyä pusikkoon ja aloittaa ns. puhtaalta pöydältä. Ko. välillä vaan reilu minuutti kärkeen, mikä hyvä suoritus sisävessaan tottuneelta sivarilta. Lopun rastit vielä tarkasti ja loppuviitoituksella vaan 7s osuuden nopeimmalle. 

Takalenkillä 5. osuuden kärki juoksi samaa tahtia, tai ryömi. KR & Co meni ohi 14. rastille mennessä (maha erityisen kipeä ko. kohdassa. )Oli mukava pudotella huippujen perässä. 

Rastiväliajat:
http://online.jukola.com/tulokset/fi/j2014_ju/kilpailijat/158/4/
Rata:
http://www.tulospalvelu.fi/gps/2014jiivee4/

Mukava kirjoitella osuuden käänteistä kun meni hyvin. GPS-kelloa ei ollut, jäi todisteet hyvästä juoksusta saamatta.",
2014-06-16,21,Running,,,00:25:00,,,,00:25:00,,,5.0,,3.0,,,,,,,,,,,,Mizuno Aero 9,,Iltalenkki Haikossa. Kevyttä niin kevyttä.,
2014-06-17,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,jukola-lentsu,
2014-06-18,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,jukola-lentsu,
2014-06-19,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,jukola-lentsu,
2014-06-24,,Note,,,,,,,,,,,,,,,,,,,,,,1,,,,Edelleen nokka tukossa. Juhannuksen tehotreenit puusaarenkallioilla jäi tekemättä.,
2014-07-03,19,cycling,,,00:05:04,,,,00:05:04,,,1.786,5.0,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,Uusi satelliittikello ekassa testissä. Tallensin päivittäisen kestävyysharjoitteluannoksen. Hieman haastavaa oli rakentaa yhteensopivuus linuxissa. ,
2014-07-04,9,cycling,,,00:04:05,,,,00:04:05,,,1.803,12.0,3.0,,,,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Takaisin töihin. Alla ohjeet debian-pohjaisiin linuxeihin asentamisesta.

<code>

# avaa pääte

## garmin plugin
sudo add-apt-repository ppa:andreas-diesner/garminplugin
sudo apt-get update
sudo apt-get install garminplugin

## Garmin-Forerunner-610-Extractor
wget https://github.com/Tigge/Garmin-Forerunner-610-Extractor/archive/drivers.zip
unzip drivers.zip
mv ~/Garmin-Forerunner-610-Extractor-drivers/ ~/garmin

## erinäisiä riippuvuuksia

wget http://sourceforge.net/projects/libusb/files/libusb-1.0/libusb-1.0.18/libusb-1.0.18.tar.bz2 # löytyy myös asennus-kansiosta
tar jxf libusb-1.0.18.tar.bz2
cd libusb-1.0.18
sudo apt-get install libudev-dev
./configure
make
sudo make install
cd ..

wget http://downloads.sourceforge.net/project/pyusb/PyUSB%201.0/1.0.0-beta-1/pyusb-1.0.0b1.zip
unzip pyusb-1.0.0b1.zip
cd pyusb-1.0.0b1 # löytyy myös asennus-kansiosta
sudo python setup.py install
sudo apt-get install python libusb-dev
cd ..

# etitään usb-tikku
lsusb | grep Dynastream
sudo modprobe usbserial vendor=0x0fcf product=0x1008

# ladataan data
cd garmin
sudo python garmin.py

</code>",
2014-07-05,9,Running,,,00:55:26,00:00:15,00:00:29,00:02:32,00:28:40,00:23:26,00:00:04,10.546,150.0,3.35,,152,176,,,,,,,,,Mizuno Aero 9,,"T. Arviston kanssa lomanaloituslenkki Mustikkamaalla. Tästä pitäisi ottaa tapa. Asetin sykerajat vanhojen mattotestien pohjalta. Taisin olla silloin kovemmassa kunnossa. Oikeassa takareidessä vanhana hermovaiva tuntemuksia. Josko se menisi sillä, ettei hetkeen istu koneen ääressä pitkiä aikoja.",
2014-07-05,16,cycling,,,00:56:26,,00:11:56,00:15:56,00:25:49,00:02:45,,18.964,179.0,2.34,,122,165,,,,,,,,,Bullitt cargo,,Käytiin kattoon pohjois-helsingistä uuden tukikohdan paikkoja. Aamulla aristanut oikee polvi oli nyt oikein kipeä. täytyy lepuutella pari päivää,
2014-07-06,,cycling,,,00:55:00,,,,00:55:00,,,20.0,,3.0,,,,,,,,,,,,Bullitt cargo,,Leikkipuistoja ja asioitten hoitoa. ,
2014-07-07,12,cycling,,,01:40:00,,,,01:40:00,,,30.0,,3.0,,,,,,,,,,,,Bullitt cargo,,Turun päärautatieasemalta Paraisille Bullittilla kyydissä poika ja aika paljon kamaa. Mukavan mäkinen tie niin joutui välillä puuskuttaa. Muuten hyvin rauhallinen tahti.,
2014-07-08,15,Running,,,00:50:10,00:00:12,00:00:08,00:00:10,00:13:22,00:31:44,00:04:34,9.262,109.0,3.79,,162,185,,,,,,,,,Mizuno Aero 9,,"Iltapäivälenkki Paraisilla. Juoksin niin hiljaa kuin pystyin, kuitenkin vältellen kävelyä. Näin korkeita sykkeitä näin hiljaisella vauhdilla en ole koskaan saanut aikaiseksi. Todella kuuma sää.",
2014-07-08,19,cycling,,,01:46:55,00:20:56,00:31:24,00:30:01,00:23:16,00:01:18,,28.767,356.0,1.56,,112,163,,,,,,,,,Bullitt cargo,,Iisiä ajelua paraisilta nauvoon. kulku erinomaista iltapäivän kärsimysjuoksun jälkeen. Pari tuntia tätä päivään ja alkaa toimistotyön jäykistämät nivelet oieta.,
2014-07-09,11,cycling,,,02:45:52,00:41:41,00:34:45,00:34:23,00:52:59,00:02:04,,46.249,571.0,1.63,,116,160,,,,,,,,,Bullitt cargo,,Nauvosta lautalla Hankaan ja sieltä Livonsaareen Rymättylän ja Merimaskun kautta. Oli kuuma päivä ja retkueen peruskestävyys koetuksella. Ko. reitillä on monta hemmetin jyrkkää lyhyttä mäkeä. Tuntuu raskaalla pyörällä vaikka ei näy noususummassa.,
2014-07-11,11,cycling,,,02:16:14,00:37:20,00:46:41,00:27:04,00:25:09,,,37.311,330.0,1.29,,110,155,,,,,,,,,Bullitt cargo,,Köykäistä perhepyöräilyä Livonsaaresta Turkuun. Ei  mainittavia vastoinkäymisiä.,
2014-07-11,16,cycling,,,01:02:15,00:00:45,00:04:40,00:05:38,00:42:52,00:08:20,,26.492,215.0,2.86,,140,172,,,,,,,,,Bullitt cargo,,V'ähän tiukempi rypistys Turusta Paraisille tyhjällä bullittilla. Hain ajoasentoa ja optimaalista välitystä huomiselle.,
2014-07-12,18,cycling,,,02:29:08,,,,02:29:08,,,59.61,502.0,3.0,,,,,,,,,,,,Bullitt cargo,,"Lähdin ajamaan ultraa Paraisilta Helsinkiin. Tiellä 110 ennusteet navakasta itätuulesta (5-7m/s) osoittautuivat paikkansa pitäviksi ja poljettavaa telttaa muistuttava ajopelini vauhti hiipui. Yritin kuitenkin pusertaa peltoaukioiden tuulessa ja pitkissä vastamäissä kunnes kiputuntemukset polvessa alkoivat. Saloon tultaessa ajoin bussiaseman kautta ja jäin odottelemaan Helsingin bussia 10 minuutiksi. Bussissa oli pyörälle tilaa ja yhtäkkiä ultra vaihtui bussikyydiksi. Aamulla polvessa tuntui vielä arkuutta, mutta eiköhän se toivu niin että Mallorcan treenileiri saadaan vedettyä suunnitelmien mukaan.",
2014-07-15,7,cycling,,,00:09:00,00:09:00,,,,,,30.921,140.0,0.0,,,,,,,,,,,,barefoot - avojaloin,,Räväkämpi lähtö. Nousumetrit ei rekisröityny,
2014-07-15,18,swimming,,,00:04:10,,,,00:04:10,,,0.191,,3.0,,,,,,,,,,,,,,Avomeriuintia. Meni vettä silmiin ja suola maistui suussa pahalle. Lisäksi ilmeinen tappajahairiski. Palasin rantaan.,
2014-07-16,15,Running,,,01:01:40,00:00:38,00:00:17,00:01:19,00:20:41,00:37:11,00:01:34,12.629,19.0,3.59,,157,177,,,,,,,,,Mizuno Aero 9,,Juoksin hakemaan vuokrapyörää. Hemmetin kuuma. ,
2014-07-16,17,cycling,,,00:30:12,00:00:03,00:02:58,00:03:50,00:13:13,00:10:08,,12.457,56.0,3.01,,144,174,,,,,,,,,Centurion Gigadrive Carbon Ult,,Ekat tyypit lainatäyshiilarilla. Oli lenkkarit vaan jalassa niin ei voinu pommittaa.,
2014-07-17,10,cycling,,,00:59:47,,00:15:33,00:07:38,00:30:17,00:06:19,,24.659,80.0,2.46,,127,168,,,,,,,,,Centurion Gigadrive Carbon Ult,,"Edestakaisin pyörävuokraamolle Mallorcan paskinta pyöräilyreittiä todistamaan henkilöllisyys. Ihme säätämistä koko päivä. Nyt on sähköpyöräkin tallissa. Omat treenit vaan vielä vähissä. Ehkäpä huomenna pääsisi isommille mäille.

Tän lisäksi illalla vielä 20min Bellverin linnan mäelle elektroavusteinen lastenkuljetuspyörän imussa",
2014-07-18,10,cycling,,,02:35:31,00:03:52,00:14:45,00:15:22,00:53:34,01:00:20,00:07:38,65.912,1206.0,3.12,,146,183,,,,,,,,,Centurion Gigadrive Carbon Ult,,"Ensimmäinen tunnustelu <a href=""http://en.wikipedia.org/wiki/Serra_de_Tramuntana"">Tramuntanan</a> suuntaan. Ensimmäinen nousu oli vielä jäykkää, mutta seuraavissa alkoi jo vähän kulkemaan. Sain kahteen jälkimmäiseen nousuun apua tanskalaisparivaljakolta, kutsuttakoon isää vaikka Bjärneksi ja poikaa Wiine Riisiksi. Niillä oli enemmän hiilaria ja pääsivät miltei karkuun toisessa nousussa, kunnes isä Bjärne kaatui ylämäessä ja pääsin kuittaamaan. Saavuin väliaikaan toisena. Pitkässä laskussa Valldemossaan saivat kaulaa. Mun pyörässä on liukkaat renkaat, enkä tohtinut tykittää kun oli vieras tie. Kuuma oli. Pitää joku aamu lähteä aiemmin kun joogi pitää lepopäivän.

Niukasti kovemmat nousumetrit kuin mitä Raaseporissa tulee vastaavilla siivuilla.",
2014-07-19,8,cycling,,,04:49:42,00:12:55,00:38:11,00:35:40,02:36:35,00:46:21,,118.214,2365.0,2.64,,136,166,,,,,,,,,Centurion Gigadrive Carbon Ult,,Vähän rajumpi harjoitus tälle aamulle. Elimistön kuivuminen eli ns. nestehukka valvotti yön. Laitoin herätystä tunnin myöhempään ja hyppäsin puoli kahdeksan junaan kohti pääteasemaa Sa Poblaan. Aamupalaksi steissillä kaksi voisarvea ja laihaa maitokahvia (capuchino tms.). Join junassa pullon gatoradea ja herättelin itseni 16km tasamaaosuudella Pollencaan. Siitä sitten ylös alas seuraavat 90km. Varjossa reilut 30 ja auringossa aika paljon kuumempi. Jossain 80km kohdalla oli vaikea hetki. Jouduin pitää tauon jyrkässä nousussa. Vähän virkosin ja kituutin hotellille. Loppuloma mennee tästä palautuessa.,
2014-07-20,10,cycling,,,01:54:43,00:24:20,00:19:54,00:49:44,00:11:06,00:09:39,,36.001,430.0,1.67,,114,165,,,,,,,,,Centurion Gigadrive Carbon Ult,,Kevyt lenkki sähköpyöräilijöiden kanssa,
2014-07-20,18,Running,,,00:32:00,,,,00:32:00,,,6.0,220.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,iltalenkki rannalle ja takaisin. jyrkkää penkkaa,
2014-07-21,10,cycling,,,04:09:27,00:12:19,00:42:33,00:37:49,02:15:02,00:21:44,,100.177,2057.0,2.45,,133,163,,,,,,,,,Centurion Gigadrive Carbon Ult,,"Vielä toinen pidempi veto ennen pyörä palauttamista. Oli pilvisempi päivä ja varjossa alle 30. Yö meni hikoillessa lievän ruokamyrkytyksen kielissä. Eka tunti oli hankalaa, mutta sitten helpotti. Viileämpi sää teki nousuista jopa suurta huvia.

Jos pari päivää palauttelis ja yrittäis pitää ittensä liikkeessä myös kotona.",
2014-07-23,12,cycling,,,01:14:50,00:01:37,00:06:59,00:34:29,00:31:45,,,31.338,97.0,2.29,,126,148,,,,,,,,,Bike: Rossano-fixed gear42*16,,Espoon elektoriikkakaupassa ostoksilla. Lisäpalvelimia olohuoneeseen.,
2014-07-26,10,Running,,,00:59:03,,,,00:59:03,,,13.016,35.0,3.0,,,,,,,,,,,,Mizuno Aero 9,,Reipas helleveto Siponkosken kautta Ahon lavalle treeneihin. Ei kulkenut yhtään mutta piti 11:ksi ehtiä. Pohkeisiin sattui erityisesti.,
2014-07-30,18,Running,,,01:05:15,00:00:08,00:00:17,00:00:31,00:41:53,00:22:26,,14.099,80.0,3.32,,151,163,,,,,,,,,Mizuno Aero 9,,"Kestävyysjuoksua Vanhankaupunginlahden ympäri. Ei erityisen kevyttä, mutta jaksoin maaliin. Kroppa on pahasti jumissa ja juoksu vain pahentaa tilannetta.

<a href=""http://attackpoint.org/log.jsp/user_13496"">Veli-poika</a> juoksi <a href=""http://attackpoint.org/sessiondata.jsp?sessionid=3844888"">55kilsaa Pallakselta Hettaan</a> sen verran <a href=""http://nuts.fi/wp-content/uploads/2014/07/NUTS_Midnight_Sun_Trail_Ultra_tulokset.pdf"">reippaasti</a> skeittipohjalta että ei voi enää jäädä vaan kattomaan sivusta vaan täytyy alkaa kuntoilemaan.",
2014-07-31,17,cycling,,,02:09:45,00:16:31,00:32:43,00:52:36,00:27:06,00:00:49,,47.264,391.0,1.71,,118,159,,,,,,,,,Bike: Rossano-fixed gear42*16,,"Suunnassakulkuharjoitus fiksipyörillä Helsingin esikaupunkialueella. Uusia valloituksia: Silvolan tekoalla, MAlminkartanon mäki sekä Vermon ravirata. Lopussa fiksimaastopyöräilyä uuden asunnon liepeillä. Uusi kämppä näkyy myös kahdessa <a href=""http://www.mysport.fi/mysport/my-doma/map_images/1493.blank.png"">näistä karttaklipeistä</a>. ",
2014-08-02,8,cycling,,,02:16:34,00:03:10,00:07:19,00:39:30,01:22:40,00:03:55,,59.55,509.0,2.56,,132,162,,,,,,,,,Bike: Rossano-fixed gear42*16,,"<a href=""http://www.fillarifoorumi.fi/forum/showthread.php?47833-Gravel-Grinding-ja-Gravel-Racing"">Gravel grindingia</a> eli sorakurvailua ja myös asfalttitykittelyä Sipoon luonnonkauniilla ja hyväosaisten asuttamilla seuduilla. Retkeen kuului mm. aurinkotervehdyksen tekeminen ns. kyypelinvuorella <a href=""http://yle.fi/elavaarkisto/artikkelit/ior_bock_ja_lemminkaisen_temppeli_37959.html#media=37967"">Lemminkäisen temppelin</a> suuaukon liepeillä. (Videolla myös dramaattinen ulosajo, jolta onneksi vältyimme. Hipit olivat myös lähteneet.) Energiaboostina <a href=""http://www.hs.fi/mesta/a1374549900861"">Palmenin lähikaupasta</a> ostettu jääkahvi oli kuitenkin parempi.",
